"sirno","datesk","Item_Name","Date","price"
1130,20151030,"Brinjal (R)",NA,"25"
1131,20151031,"Brinjal (R)",NA,"25"
1132,20151102,"Brinjal (R)",2015-02-11,"25"
1133,20151103,"Brinjal (R)",2015-03-11,"22"
1134,20151104,"Brinjal (R)",2015-04-11,"21"
1135,20151105,"Brinjal (R)",2015-05-11,"20"
1136,20151106,"Brinjal (R)",2015-06-11,"20"
1137,20151107,"Brinjal (R)",2015-07-11,"18"
1138,20151109,"Brinjal (R)",2015-09-11,"18"
1139,20151110,"Brinjal (R)",2015-10-11,"18"
1140,20151111,"Brinjal (R)",2015-11-11,"23"
1141,20151113,"Brinjal (R)",NA,"24"
1142,20151114,"Brinjal (R)",NA,"24"
1143,20151116,"Brinjal (R)",NA,"24"
1144,20151117,"Brinjal (R)",NA,"30"
1145,20151118,"Brinjal (R)",NA,"28"
1146,20151119,"Brinjal (R)",NA,"32"
1147,20151120,"Brinjal (R)",NA,"32"
1148,20151121,"Brinjal (R)",NA,"32"
1149,20151123,"Brinjal (R)",NA,"49"
1150,20151124,"Brinjal (R)",NA,"49"
1151,20151125,"Brinjal (R)",NA,"39"
1152,20151126,"Brinjal (R)",NA,"39"
1153,20151127,"Brinjal (R)",NA,"50"
1154,20151128,"Brinjal (R)",NA,"50"
1155,20151130,"Brinjal (R)",NA,"48"
1156,20151201,"Brinjal (R)",2015-01-12,"48"
1157,20151202,"Brinjal (R)",2015-02-12,"55"
1158,20151203,"Brinjal (R)",2015-03-12,"55"
1159,20151204,"Brinjal (R)",2015-04-12,"50"
1160,20151205,"Brinjal (R)",2015-05-12,"50"
1161,20151207,"Brinjal (R)",2015-07-12,"56"
1162,20151208,"Brinjal (R)",2015-08-12,"62"
1163,20151209,"Brinjal (R)",2015-09-12,"68"
1164,20151210,"Brinjal (R)",2015-10-12,"68"
1165,20151211,"Brinjal (R)",2015-11-12,"64"
1166,20151212,"Brinjal (R)",2015-12-12,"70"
1167,20151214,"Brinjal (R)",NA,"60"
1168,20151215,"Brinjal (R)",NA,"60"
1169,20151216,"Brinjal (R)",NA,"60"
1170,20151217,"Brinjal (R)",NA,"64"
1171,20151218,"Brinjal (R)",NA,"64"
1172,20151219,"Brinjal (R)",NA,"62"
1173,20151221,"Brinjal (R)",NA,"62"
1174,20151222,"Brinjal (R)",NA,"58"
1175,20151223,"Brinjal (R)",NA,"56"
1176,20151224,"Brinjal (R)",NA,"54"
1177,20151225,"Brinjal (R)",NA,"52"
1178,20151226,"Brinjal (R)",NA,"52"
1179,20151228,"Brinjal (R)",NA,"52"
1180,20151229,"Brinjal (R)",NA,"48"
1181,20151230,"Brinjal (R)",NA,"48"
1182,20160101,"Brinjal (R)",2016-01-01,"42"
1183,20160102,"Brinjal (R)",2016-02-01,"42"
1184,20160104,"Brinjal (R)",2016-04-01,"43"
1185,20160105,"Brinjal (R)",2016-05-01,"46"
1186,20160106,"Brinjal (R)",2016-06-01,"46"
1187,20160107,"Brinjal (R)",2016-07-01,"46"
1188,20160108,"Brinjal (R)",2016-08-01,"46"
1189,20160109,"Brinjal (R)",2016-09-01,"45"
1190,20160111,"Brinjal (R)",2016-11-01,"45"
1191,20160112,"Brinjal (R)",2016-12-01,"44"
1192,20160113,"Brinjal (R)",NA,"38"
1193,20160114,"Brinjal (R)",NA,"38"
1194,20160115,"Brinjal (R)",NA,"38"
1195,20160116,"Brinjal (R)",NA,"38"
1196,20160118,"Brinjal (R)",NA,"38"
1197,20160119,"Brinjal (R)",NA,"38"
1198,20160120,"Brinjal (R)",NA,"38"
1199,20160121,"Brinjal (R)",NA,"36"
1200,20160122,"Brinjal (R)",NA,"33"
1201,20160123,"Brinjal (R)",NA,"33"
1202,20160125,"Brinjal (R)",NA,"26"
1203,20160126,"Brinjal (R)",NA,"22"
1204,20160127,"Brinjal (R)",NA,"22"
1205,20160128,"Brinjal (R)",NA,"22"
1206,20160129,"Brinjal (R)",NA,"22"
1207,20160130,"Brinjal (R)",NA,"20"
1208,20160201,"Brinjal (R)",2016-01-02,"19"
1209,20160202,"Brinjal (R)",2016-02-02,"19"
1210,20160203,"Brinjal (R)",2016-03-02,"19"
1211,20160204,"Brinjal (R)",2016-04-02,"19"
1212,20160205,"Brinjal (R)",2016-05-02,"20"
1213,20160206,"Brinjal (R)",2016-06-02,"20"
1214,20160208,"Brinjal (R)",2016-08-02,"22"
1215,20160209,"Brinjal (R)",2016-09-02,"22"
1216,20160210,"Brinjal (R)",2016-10-02,"22"
1217,20160211,"Brinjal (R)",2016-11-02,"22"
1218,20160212,"Brinjal (R)",2016-12-02,"22"
1219,20160213,"Brinjal (R)",NA,"22"
1220,20160215,"Brinjal (R)",NA,"23"
1221,20160216,"Brinjal (R)",NA,"23"
1222,20160217,"Brinjal (R)",NA,"23"
1223,20160218,"Brinjal (R)",NA,"24"
1224,20160219,"Brinjal (R)",NA,"24"
1225,20160220,"Brinjal (R)",NA,"24"
1226,20160222,"Brinjal (R)",NA,"24"
1227,20160223,"Brinjal (R)",NA,"24"
1228,20160224,"Brinjal (R)",NA,"24"
1229,20160225,"Brinjal (R)",NA,"24"
1230,20160226,"Brinjal (R)",NA,"24"
1231,20160227,"Brinjal (R)",NA,"24"
1232,20160229,"Brinjal (R)",NA,"26"
1233,20160301,"Brinjal (R)",2016-01-03,"26"
1234,20160302,"Brinjal (R)",2016-02-03,"27"
1235,20160303,"Brinjal (R)",2016-03-03,"27"
1236,20160304,"Brinjal (R)",2016-04-03,"26"
1237,20160305,"Brinjal (R)",2016-05-03,"26"
1238,20160307,"Brinjal (R)",2016-07-03,"26"
1239,20160308,"Brinjal (R)",2016-08-03,"22"
1240,20160310,"Brinjal (R)",2016-10-03,"27"
1241,20160311,"Brinjal (R)",2016-11-03,"27"
1242,20160312,"Brinjal (R)",2016-12-03,"27"
1243,20160314,"Brinjal (R)",NA,"25"
1244,20160315,"Brinjal (R)",NA,"25"
1245,20160316,"Brinjal (R)",NA,"24"
1246,20160317,"Brinjal (R)",NA,"23"
1247,20160318,"Brinjal (R)",NA,"23"
1248,20160319,"Brinjal (R)",NA,"21"
1249,20160321,"Brinjal (R)",NA,"21"
1250,20160322,"Brinjal (R)",NA,"19"
1251,20160323,"Brinjal (R)",NA,"19"
1252,20160324,"Brinjal (R)",NA,"19"
1253,20160325,"Brinjal (R)",NA,"19"
1254,20160326,"Brinjal (R)",NA,"19"
1255,20160328,"Brinjal (R)",NA,"19"
1256,20160329,"Brinjal (R)",NA,"19"
1257,20160330,"Brinjal (R)",NA,"19"
1258,20160401,"Brinjal (R)",2016-01-04,"19"
1259,20160402,"Brinjal (R)",2016-02-04,"17"
1260,20160404,"Brinjal (R)",2016-04-04,"17"
1261,20160405,"Brinjal (R)",2016-05-04,"17"
1262,20160406,"Brinjal (R)",2016-06-04,"17"
1263,20160407,"Brinjal (R)",2016-07-04,"18"
1264,20160408,"Brinjal (R)",2016-08-04,"18"
1265,20160409,"Brinjal (R)",2016-09-04,"18"
1266,20160411,"Brinjal (R)",2016-11-04,"18"
1267,20160412,"Brinjal (R)",2016-12-04,"18"
1268,20160413,"Brinjal (R)",NA,"18"
1269,20160414,"Brinjal (R)",NA,"18"
1270,20160415,"Brinjal (R)",NA,"18"
1271,20160416,"Brinjal (R)",NA,"18"
1272,20160418,"Brinjal (R)",NA,"18"
1273,20160419,"Brinjal (R)",NA,"18"
1274,20160420,"Brinjal (R)",NA,"20"
1275,20160421,"Brinjal (R)",NA,"20"
1276,20160422,"Brinjal (R)",NA,"20"
1277,20160423,"Brinjal (R)",NA,"20"
1278,20160425,"Brinjal (R)",NA,"22"
1279,20160426,"Brinjal (R)",NA,"22"
1280,20160427,"Brinjal (R)",NA,"22"
1281,20160428,"Brinjal (R)",NA,"24"
1282,20160429,"Brinjal (R)",NA,"24"
1283,20160430,"Brinjal (R)",NA,"24"
1284,20160502,"Brinjal (R)",2016-02-05,"27"
1285,20160503,"Brinjal (R)",2016-03-05,"27"
1286,20160504,"Brinjal (R)",2016-04-05,"27"
1287,20160505,"Brinjal (R)",2016-05-05,"27"
1288,20160506,"Brinjal (R)",2016-06-05,"27"
1289,20160507,"Brinjal (R)",2016-07-05,"30"
1290,20160510,"Brinjal (R)",2016-10-05,"30"
1291,20160511,"Brinjal (R)",2016-11-05,"30"
1292,20160512,"Brinjal (R)",2016-12-05,"30"
1293,20160513,"Brinjal (R)",NA,"30"
1294,20160514,"Brinjal (R)",NA,"30"
1295,20160516,"Brinjal (R)",NA,"30"
1296,20160517,"Brinjal (R)",NA,"30"
1297,20160518,"Brinjal (R)",NA,"30"
1298,20160519,"Brinjal (R)",NA,"30"
1299,20160520,"Brinjal (R)",NA,"30"
1300,20160521,"Brinjal (R)",NA,"28"
1301,20160523,"Brinjal (R)",NA,"32"
1302,20160524,"Brinjal (R)",NA,"30"
1303,20160525,"Brinjal (R)",NA,"30"
1304,20160526,"Brinjal (R)",NA,"32"
1305,20160527,"Brinjal (R)",NA,"32"
1306,20160528,"Brinjal (R)",NA,"32"
1307,20160530,"Brinjal (R)",NA,"32"
1308,20160531,"Brinjal (R)",NA,"32"
1309,20160601,"Brinjal (R)",2016-01-06,"32"
1310,20160602,"Brinjal (R)",2016-02-06,"32"
1311,20160603,"Brinjal (R)",2016-03-06,"32"
1312,20160604,"Brinjal (R)",2016-04-06,"32"
1313,20160606,"Brinjal (R)",2016-06-06,"32"
1314,20160607,"Brinjal (R)",2016-07-06,"32"
1315,20160608,"Brinjal (R)",2016-08-06,"32"
1316,20160609,"Brinjal (R)",2016-09-06,"32"
1317,20160610,"Brinjal (R)",2016-10-06,"32"
1318,20160611,"Brinjal (R)",2016-11-06,"32"
1319,20160613,"Brinjal (R)",NA,"29"
1320,20160614,"Brinjal (R)",NA,"29"
1321,20160615,"Brinjal (R)",NA,"29"
1322,20160616,"Brinjal (R)",NA,"29"
1323,20160617,"Brinjal (R)",NA,"29"
1324,20160618,"Brinjal (R)",NA,"29"
1325,20160620,"Brinjal (R)",NA,"29"
1326,20160621,"Brinjal (R)",NA,"29"
1327,20160622,"Brinjal (R)",NA,"29"
1328,20160623,"Brinjal (R)",NA,"29"
1329,20160624,"Brinjal (R)",NA,"29"
1330,20160625,"Brinjal (R)",NA,"29"
1331,20160628,"Brinjal (R)",NA,"25"
1332,20160629,"Brinjal (R)",NA,"25"
1333,20160630,"Brinjal (R)",NA,"25"
1334,20160701,"Brinjal (R)",2016-01-07,"25"
1335,20160702,"Brinjal (R)",2016-02-07,"25"
1336,20160704,"Brinjal (R)",2016-04-07,"25"
1337,20160706,"Brinjal (R)",2016-06-07,"25"
1338,20160707,"Brinjal (R)",2016-07-07,"25"
1339,20160708,"Brinjal (R)",2016-08-07,"25"
1340,20160709,"Brinjal (R)",2016-09-07,"25"
1341,20160711,"Brinjal (R)",2016-11-07,"25"
1342,20160712,"Brinjal (R)",2016-12-07,"25"
1343,20160713,"Brinjal (R)",NA,"30"
1344,20160714,"Brinjal (R)",NA,"32"
1345,20160715,"Brinjal (R)",NA,"32"
1346,20160716,"Brinjal (R)",NA,"32"
1347,20160718,"Brinjal (R)",NA,"35"
1348,20160719,"Brinjal (R)",NA,"34"
1349,20160720,"Brinjal (R)",NA,"34"
1350,20160722,"Brinjal (R)",NA,"29"
1351,20160725,"Brinjal (R)",NA,"25"
1352,20160726,"Brinjal (R)",NA,"25"
1353,20160727,"Brinjal (R)",NA,"28"
1354,20160728,"Brinjal (R)",NA,"28"
1355,20160729,"Brinjal (R)",NA,"28"
1356,20160730,"Brinjal (R)",NA,"27"
1357,20160801,"Brinjal (R)",2016-01-08,"28"
1358,20160802,"Brinjal (R)",2016-02-08,"25"
1359,20160803,"Brinjal (R)",2016-03-08,"25"
1360,20160805,"Brinjal (R)",2016-05-08,"25"
1361,20160806,"Brinjal (R)",2016-06-08,"25"
1362,20160808,"Brinjal (R)",2016-08-08,"25"
1363,20160809,"Brinjal (R)",2016-09-08,"25"
1364,20160811,"Brinjal (R)",2016-11-08,"25"
1365,20160812,"Brinjal (R)",2016-12-08,"25"
1366,20160817,"Brinjal (R)",NA,"24"
1367,20160819,"Brinjal (R)",NA,"24"
1368,20160820,"Brinjal (R)",NA,"24"
1369,20160822,"Brinjal (R)",NA,"24"
1370,20160823,"Brinjal (R)",NA,"24"
1371,20160824,"Brinjal (R)",NA,"22"
1372,20160825,"Brinjal (R)",NA,"20"
1373,20160826,"Brinjal (R)",NA,"17"
1374,20160827,"Brinjal (R)",NA,"17"
1375,20160829,"Brinjal (R)",NA,"17"
1376,20160830,"Brinjal (R)",NA,"17"
1377,20160901,"Brinjal (R)",2016-01-09,"17"
1378,20160902,"Brinjal (R)",2016-02-09,"17"
1379,20160903,"Brinjal (R)",2016-03-09,"17"
1380,20160906,"Brinjal (R)",2016-06-09,"17"
1381,20160907,"Brinjal (R)",2016-07-09,"17"
1382,20160908,"Brinjal (R)",2016-08-09,"17"
1383,20160910,"Brinjal (R)",2016-10-09,"17"
1384,20160912,"Brinjal (R)",2016-12-09,"17"
1385,20160914,"Brinjal (R)",NA,"17"
1386,20160915,"Brinjal (R)",NA,"17"
1387,20160917,"Brinjal (R)",NA,"17"
1388,20160919,"Brinjal (R)",NA,"17"
1389,20160920,"Brinjal (R)",NA,"17"
1390,20160921,"Brinjal (R)",NA,"17"
1391,20160922,"Brinjal (R)",NA,"17"
1392,20160924,"Brinjal (R)",NA,"17"
1393,20160926,"Brinjal (R)",NA,"17"
1394,20160927,"Brinjal (R)",NA,"17"
1395,20160928,"Brinjal (R)",NA,"17"
1396,20160929,"Brinjal (R)",NA,"17"
1397,20161001,"Brinjal (R)",2016-01-10,"20"
1398,20161003,"Brinjal (R)",2016-03-10,"20"
1399,20161004,"Brinjal (R)",2016-04-10,"20"
1400,20161005,"Brinjal (R)",2016-05-10,"20"
1401,20161006,"Brinjal (R)",2016-06-10,"20"
1402,20161007,"Brinjal (R)",2016-07-10,"20"
1403,20161008,"Brinjal (R)",2016-08-10,"20"
1404,20161010,"Brinjal (R)",2016-10-10,"20"
1405,20161012,"Brinjal (R)",2016-12-10,"20"
1406,20161013,"Brinjal (R)",NA,"20"
1407,20161014,"Brinjal (R)",NA,"20"
1408,20161017,"Brinjal (R)",NA,"18"
1409,20161018,"Brinjal (R)",NA,"18"
1410,20161019,"Brinjal (R)",NA,"18"
1411,20161020,"Brinjal (R)",NA,"20"
1412,20161021,"Brinjal (R)",NA,"20"
1413,20161022,"Brinjal (R)",NA,"20"
1414,20161024,"Brinjal (R)",NA,"20"
1415,20161028,"Brinjal (R)",NA,"19"
1416,20161029,"Brinjal (R)",NA,"19"
1417,20161102,"Brinjal (R)",2016-02-11,"23"
1418,20161103,"Brinjal (R)",2016-03-11,"22"
1419,20161104,"Brinjal (R)",2016-04-11,"20"
1420,20161105,"Brinjal (R)",2016-05-11,"18"
1421,20161107,"Brinjal (R)",2016-07-11,"18"
1422,20161108,"Brinjal (R)",2016-08-11,"18"
1423,20161109,"Brinjal (R)",2016-09-11,"16"
1424,20161110,"Brinjal (R)",2016-10-11,"16"
1425,20161111,"Brinjal (R)",2016-11-11,"16"
1426,20161112,"Brinjal (R)",2016-12-11,"16"
1427,20161114,"Brinjal (R)",NA,"16"
1428,20161115,"Brinjal (R)",NA,"16"
1429,20161116,"Brinjal (R)",NA,"16"
1430,20161117,"Brinjal (R)",NA,"16"
1431,20161118,"Brinjal (R)",NA,"16"
1432,20161119,"Brinjal (R)",NA,"18"
1433,20161121,"Brinjal (R)",NA,"14"
1434,20161122,"Brinjal (R)",NA,"14"
1435,20161123,"Brinjal (R)",NA,"14"
1436,20161124,"Brinjal (R)",NA,"14"
1437,20161125,"Brinjal (R)",NA,"14"
1438,20161126,"Brinjal (R)",NA,"14"
1439,20161129,"Brinjal (R)",NA,"14"
1440,20161130,"Brinjal (R)",NA,"14"
1441,20161201,"Brinjal (R)",2016-01-12,"14"
1442,20161202,"Brinjal (R)",2016-02-12,"14"
1443,20161203,"Brinjal (R)",2016-03-12,"16"
1444,20161205,"Brinjal (R)",2016-05-12,"15"
1445,20161207,"Brinjal (R)",2016-07-12,"15"
1446,20161209,"Brinjal (R)",2016-09-12,"15"
1447,20161214,"Brinjal (R)",NA,"20"
1448,20161215,"Brinjal (R)",NA,"20"
1449,20161216,"Brinjal (R)",NA,"18"
1450,20161219,"Brinjal (R)",NA,"18"
1451,20161220,"Brinjal (R)",NA,"18"
1452,20161221,"Brinjal (R)",NA,"18"
1453,20161222,"Brinjal (R)",NA,"14"
1454,20161223,"Brinjal (R)",NA,"14"
1455,20161224,"Brinjal (R)",NA,"14"
1456,20161226,"Brinjal (R)",NA,"16"
1457,20161227,"Brinjal (R)",NA,"18"
1458,20161228,"Brinjal (R)",NA,"18"
1459,20161229,"Brinjal (R)",NA,"18"
1460,20161230,"Brinjal (R)",NA,"18"
1461,20161231,"Brinjal (R)",NA,"18"
1462,20170102,"Brinjal (R)",2017-02-01,"18"
1463,20170103,"Brinjal (R)",2017-03-01,"18"
1464,20170104,"Brinjal (R)",2017-04-01,"18"
1465,20170105,"Brinjal (R)",2017-05-01,"18"
1466,20170106,"Brinjal (R)",2017-06-01,"19"
1467,20170107,"Brinjal (R)",2017-07-01,"19"
1468,20170109,"Brinjal (R)",2017-09-01,"19"
1469,20170110,"Brinjal (R)",2017-10-01,"19"
1470,20170111,"Brinjal (R)",2017-11-01,"19"
1471,20170112,"Brinjal (R)",2017-12-01,"20"
1472,20170113,"Brinjal (R)",NA,"20"
1473,20170116,"Brinjal (R)",NA,"21"
1474,20170117,"Brinjal (R)",NA,"21"
1475,20170118,"Brinjal (R)",NA,"20"
1476,20170119,"Brinjal (R)",NA,"20"
1477,20170120,"Brinjal (R)",NA,"18"
1478,20170121,"Brinjal (R)",NA,"18"
1479,20170124,"Brinjal (R)",NA,"18"
1480,20170125,"Brinjal (R)",NA,"18"
1481,20170126,"Brinjal (R)",NA,"19"
1482,20170127,"Brinjal (R)",NA,"21"
1483,20170128,"Brinjal (R)",NA,"21"
1484,20170130,"Brinjal (R)",NA,"18"
1485,20170131,"Brinjal (R)",NA,"18"
1486,20170201,"Brinjal (R)",2017-01-02,"16"
1487,20170203,"Brinjal (R)",2017-03-02,"16"
1488,20170204,"Brinjal (R)",2017-04-02,"16"
1489,20170206,"Brinjal (R)",2017-06-02,"16"
1490,20170207,"Brinjal (R)",2017-07-02,"16"
1491,20170208,"Brinjal (R)",2017-08-02,"16"
1492,20170209,"Brinjal (R)",2017-09-02,"16"
1493,20170210,"Brinjal (R)",2017-10-02,"16"
1494,20170211,"Brinjal (R)",2017-11-02,"16"
1495,20170213,"Brinjal (R)",NA,"22"
1496,20170214,"Brinjal (R)",NA,"22"
1497,20170215,"Brinjal (R)",NA,"28"
1498,20170216,"Brinjal (R)",NA,"28"
1499,20170217,"Brinjal (R)",NA,"32"
1500,20170218,"Brinjal (R)",NA,"32"
1501,20170220,"Brinjal (R)",NA,"32"
1502,20170221,"Brinjal (R)",NA,"32"
1503,20170222,"Brinjal (R)",NA,"36"
1504,20170223,"Brinjal (R)",NA,"40"
1505,20170224,"Brinjal (R)",NA,"40"
1506,20170225,"Brinjal (R)",NA,"40"
1507,20170227,"Brinjal (R)",NA,"40"
1508,20170228,"Brinjal (R)",NA,"40"
1509,20170302,"Brinjal (R)",2017-02-03,"40"
1510,20170303,"Brinjal (R)",2017-03-03,"39"
1511,20170304,"Brinjal (R)",2017-04-03,"39"
1512,20170306,"Brinjal (R)",2017-06-03,"40"
1513,20170307,"Brinjal (R)",2017-07-03,"42"
1514,20170308,"Brinjal (R)",2017-08-03,"42"
1515,20170309,"Brinjal (R)",2017-09-03,"40"
1516,20170310,"Brinjal (R)",2017-10-03,"40"
1517,20170311,"Brinjal (R)",2017-11-03,"39"
1518,20170313,"Brinjal (R)",NA,"39"
1519,20170314,"Brinjal (R)",NA,"39"
1520,20170315,"Brinjal (R)",NA,"40"
1521,20170316,"Brinjal (R)",NA,"40"
1522,20170317,"Brinjal (R)",NA,"40"
1523,20170318,"Brinjal (R)",NA,"40"
1524,20170320,"Brinjal (R)",NA,"40"
1525,20170321,"Brinjal (R)",NA,"40"
1526,20170322,"Brinjal (R)",NA,"40"
1527,20170323,"Brinjal (R)",NA,"40"
1528,20170324,"Brinjal (R)",NA,"40"
1529,20170325,"Brinjal (R)",NA,"40"
1530,20170328,"Brinjal (R)",NA,"40"
1531,20170330,"Brinjal (R)",NA,"40"
1532,20170403,"Brinjal (R)",2017-03-04,"40"
1533,20170404,"Brinjal (R)",2017-04-04,"40"
1534,20170405,"Brinjal (R)",2017-05-04,"40"
1535,20170406,"Brinjal (R)",2017-06-04,"40"
1536,20170407,"Brinjal (R)",2017-07-04,"40"
1537,20170408,"Brinjal (R)",2017-08-04,"40"
1538,20170410,"Brinjal (R)",2017-10-04,"40"
1539,20170412,"Brinjal (R)",2017-12-04,"40"
1540,20170413,"Brinjal (R)",NA,"40"
1541,20170414,"Brinjal (R)",NA,"40"
1542,20170415,"Brinjal (R)",NA,"40"
1543,20170417,"Brinjal (R)",NA,"40"
1544,20170418,"Brinjal (R)",NA,"38"
1545,20170419,"Brinjal (R)",NA,"38"
1546,20170420,"Brinjal (R)",NA,"36"
1547,20170421,"Brinjal (R)",NA,"37"
1548,20170422,"Brinjal (R)",NA,"37"
1549,20170425,"Brinjal (R)",NA,"32"
1550,20170426,"Brinjal (R)",NA,"32"
1551,20170427,"Brinjal (R)",NA,"32"
1552,20170428,"Brinjal (R)",NA,"32"
1553,20170429,"Brinjal (R)",NA,"34"
1554,20170501,"Brinjal (R)",2017-01-05,"40"
1555,20170502,"Brinjal (R)",2017-02-05,"44"
1556,20170503,"Brinjal (R)",2017-03-05,"47"
1557,20170504,"Brinjal (R)",2017-04-05,"47"
1558,20170508,"Brinjal (R)",2017-08-05,"47"
1559,20170509,"Brinjal (R)",2017-09-05,"47"
1560,20170510,"Brinjal (R)",2017-10-05,"47"
1561,20170511,"Brinjal (R)",2017-11-05,"47"
1562,20170512,"Brinjal (R)",2017-12-05,"47"
1563,20170513,"Brinjal (R)",NA,"47"
1564,20170515,"Brinjal (R)",NA,"45"
1565,20170517,"Brinjal (R)",NA,"40"
1566,20170518,"Brinjal (R)",NA,"40"
1567,20170519,"Brinjal (R)",NA,"38"
1568,20170520,"Brinjal (R)",NA,"38"
1569,20170522,"Brinjal (R)",NA,"36"
1570,20170523,"Brinjal (R)",NA,"36"
1571,20170524,"Brinjal (R)",NA,"34"
1572,20170525,"Brinjal (R)",NA,"34"
1573,20170526,"Brinjal (R)",NA,"34"
1574,20170527,"Brinjal (R)",NA,"34"
1575,20170529,"Brinjal (R)",NA,"30"
1576,20170530,"Brinjal (R)",NA,"32"
1577,20170531,"Brinjal (R)",NA,"32"
1578,20170601,"Brinjal (R)",2017-01-06,"32"
1579,20170602,"Brinjal (R)",2017-02-06,"33"
1580,20170603,"Brinjal (R)",2017-03-06,"33"
1581,20170605,"Brinjal (R)",2017-05-06,"33"
1582,20170606,"Brinjal (R)",2017-06-06,"33"
1583,20170607,"Brinjal (R)",2017-07-06,"36"
1584,20170608,"Brinjal (R)",2017-08-06,"36"
1585,20170609,"Brinjal (R)",2017-09-06,"36"
1586,20170613,"Brinjal (R)",NA,"36"
1587,20170614,"Brinjal (R)",NA,"36"
1588,20170615,"Brinjal (R)",NA,"36"
1589,20170616,"Brinjal (R)",NA,"36"
1590,20170617,"Brinjal (R)",NA,"38"
1591,20170619,"Brinjal (R)",NA,"37"
1592,20170620,"Brinjal (R)",NA,"37"
1593,20170621,"Brinjal (R)",NA,"37"
1594,20170622,"Brinjal (R)",NA,"34"
1595,20170623,"Brinjal (R)",NA,"32"
1596,20170624,"Brinjal (R)",NA,"30"
1597,20170626,"Brinjal (R)",NA,"30"
1598,20170627,"Brinjal (R)",NA,"30"
1599,20170628,"Brinjal (R)",NA,"29"
1600,20170629,"Brinjal (R)",NA,"29"
1601,20170630,"Brinjal (R)",NA,"27"
1602,20170701,"Brinjal (R)",2017-01-07,"27"
1603,20170703,"Brinjal (R)",2017-03-07,"30"
1604,20170704,"Brinjal (R)",2017-04-07,"30"
1605,20170705,"Brinjal (R)",2017-05-07,"30"
1606,20170706,"Brinjal (R)",2017-06-07,"30"
1607,20170707,"Brinjal (R)",2017-07-07,"30"
1608,20170708,"Brinjal (R)",2017-08-07,"32"
1609,20170710,"Brinjal (R)",2017-10-07,"39"
1610,20170711,"Brinjal (R)",2017-11-07,"39"
1611,20170712,"Brinjal (R)",2017-12-07,"37"
1612,20170713,"Brinjal (R)",NA,"37"
1613,20170714,"Brinjal (R)",NA,"35"
1614,20170715,"Brinjal (R)",NA,"35"
1615,20170717,"Brinjal (R)",NA,"35"
1616,20170718,"Brinjal (R)",NA,"33"
1617,20170719,"Brinjal (R)",NA,"33"
1618,20170720,"Brinjal (R)",NA,"33"
1619,20170721,"Brinjal (R)",NA,"33"
1620,20170724,"Brinjal (R)",NA,"39"
1621,20170725,"Brinjal (R)",NA,"44"
1622,20170726,"Brinjal (R)",NA,"42"
1623,20170727,"Brinjal (R)",NA,"40"
1624,20170728,"Brinjal (R)",NA,"40"
1625,20170729,"Brinjal (R)",NA,"40"
1626,20170731,"Brinjal (R)",NA,"37"
1627,20170801,"Brinjal (R)",2017-01-08,"37"
1628,20170802,"Brinjal (R)",2017-02-08,"37"
1629,20170803,"Brinjal (R)",2017-03-08,"35"
1630,20170804,"Brinjal (R)",2017-04-08,"35"
1631,20170805,"Brinjal (R)",2017-05-08,"35"
1632,20170807,"Brinjal (R)",2017-07-08,"36"
1633,20170808,"Brinjal (R)",2017-08-08,"36"
1634,20170809,"Brinjal (R)",2017-09-08,"36"
1635,20170810,"Brinjal (R)",2017-10-08,"35"
1636,20170811,"Brinjal (R)",2017-11-08,"35"
1637,20170812,"Brinjal (R)",2017-12-08,"33"
1638,20170814,"Brinjal (R)",NA,"33"
1639,20170816,"Brinjal (R)",NA,"30"
1640,20170817,"Brinjal (R)",NA,"30"
1641,20170818,"Brinjal (R)",NA,"30"
1642,20170819,"Brinjal (R)",NA,"30"
1643,20170821,"Brinjal (R)",NA,"30"
1644,20170822,"Brinjal (R)",NA,"30"
1645,20170823,"Brinjal (R)",NA,"30"
1646,20170824,"Brinjal (R)",NA,"30"
1647,20170825,"Brinjal (R)",NA,"30"
1648,20170826,"Brinjal (R)",NA,"30"
1649,20170828,"Brinjal (R)",NA,"28"
1650,20170829,"Brinjal (R)",NA,"28"
1651,20170830,"Brinjal (R)",NA,"28"
1652,20170831,"Brinjal (R)",NA,"28"
1653,20170901,"Brinjal (R)",2017-01-09,"28"
1654,20170902,"Brinjal (R)",2017-02-09,"28"
1655,20170904,"Brinjal (R)",2017-04-09,"28"
1656,20170905,"Brinjal (R)",2017-05-09,"28"
1657,20170906,"Brinjal (R)",2017-06-09,"28"
1658,20170908,"Brinjal (R)",2017-08-09,"28"
1659,20170909,"Brinjal (R)",2017-09-09,"28"
1660,20170911,"Brinjal (R)",2017-11-09,"28"
1661,20170912,"Brinjal (R)",2017-12-09,"28"
1662,20170913,"Brinjal (R)",NA,"26"
1663,20170914,"Brinjal (R)",NA,"26"
1664,20170915,"Brinjal (R)",NA,"26"
1665,20170916,"Brinjal (R)",NA,"26"
1666,20170918,"Brinjal (R)",NA,"24"
1667,20170919,"Brinjal (R)",NA,"24"
1668,20170920,"Brinjal (R)",NA,"26"
1669,20170921,"Brinjal (R)",NA,"26"
1670,20170922,"Brinjal (R)",NA,"28"
1671,20170925,"Brinjal (R)",NA,"28"
1672,20170926,"Brinjal (R)",NA,"33"
1673,20170927,"Brinjal (R)",NA,"33"
1674,20170928,"Brinjal (R)",NA,"30"
1675,20170929,"Brinjal (R)",NA,"18"
